Date,Instrument ID,Amount,Type,Balance,Remarks
28/12/2020,,4364.69,CR,4455.66,UPI/w7llamh8inw3@axl
28/12/2020,,572.2,DR,3883.46,UPI/12wnak12cln2@axl/P2M/qwbfo5q0@ptbsi/Chala
27/12/2020,,1101.09,DR,2782.37,UPI/c9s24vkhtdue@okhdfc/P2M/67umi4i0@oksbi/Paytm
27/12/2020,,554.15,DR,2228.22,UPI/7qo6vghtkqt7@oksbi/P2M/n1ss7dhp@oksbi/Airtel
27/12/2020,198190,4572.94,CR,6801.16,UPI/hqks1rthnqc3@axl
27/12/2020,143164,42.0,DR,6759.16,UPI/w4997xkn77ih@ybl/P2M/q5jmjosq@ptbsi/Edara
27/12/2020,,1397.07,DR,5362.09,UPI/oog5o667v8g9@axl/P2M/kv992tct@ptbsi/Airtel
27/12/2020,,238.66,DR,5123.43,UPI/vxy05k3vendo@paytm/P2M/55bj51ar@ptbsi/Amazon
27/12/2020,,300.08,DR,4823.35,UPI/bgwba1kha96d@ybl/P2M/cd3jcxjx@ptbsi/AxisBank
27/12/2020,404437,161.13,DR,4662.22,UPI/13ke791015c5@paytm/P2M/vbl0v2rs@oksbi/Amazon
27/12/2020,,575.71,CR,5237.93,UPI/n2hbbehlcyrb@oksbi
27/12/2020,,655.42,DR,4582.51,UPI/aofwd5c957hd@axl/P2M/sxafvzl2@ptbyl/Chala
27/12/2020,,295.31,DR,4287.2,UPI/zr6lf0ric6li@axl/P2M/5421xkn8@ptbyl/Amazon
27/12/2020,,427.61,DR,3859.59,UPI/g0ki3qz66t2g@okhdfc/P2M/4qigdjuf@paytm/Paytm
27/12/2020,,1477.37,DR,2382.22,UPI/amhv6vuzpyuz@oksbi/P2M/kkoxiuh0@oksbi/Flipkart
27/12/2020,,1138.45,DR,1243.77,UPI/lwpldnx9jg9n@okhdfc/P2M/lzt91h38@ptbyl/Chala
27/12/2020,,279.22,DR,964.55,UPI/mqj6s6ly2au2@okaxis/P2M/h6s6k4a2@paytm/Flipkart
26/12/2020,,680.49,DR,284.06,UPI/o8l2w0afi7zw@paytm/P2M/e85l88hb@ptbsi/Chala
25/12/2020,532510,176.85,DR,107.21,UPI/lxf95pw99a1v@okhdfc/P2M/gtu25n5x@ptbsi/VENNA
25/12/2020,179743,2317.93,CR,2425.14,UPI/jrfvg7wlu0e1@axl
25/12/2020,290125,265.88,DR,2159.26,UPI/hfuqsz5b7lob@okhdfc/P2M/0tg9s0n8@ptbsi/BigBazaar
25/12/2020,953843,1477.93,DR,681.33,UPI/q09m78kht0p5@okhdfc/P2M/7jmm03bq@oksbi/Paytm
24/12/2020,,433.43,DR,247.9,UPI/h4t2cn33mjax@oksbi/P2M/emci0fel@oksbi/BigBazaar
24/12/2020,,2286.76,CR,2534.66,UPI/kobywvwxfv3z@ybl
24/12/2020,,564.59,DR,1970.07,UPI/816f9uk503r2@axl/P2M/wp2jnoot@paytm/AxisBank
24/12/2020,934832,1338.5,DR,631.57,UPI/1lq08v3z4lhk@oksbi/P2M/dd6bp231@ptbyl/VENNA
24/12/2020,,535.03,DR,96.54,UPI/vt9chwqdrj7m@okaxis/P2M/9qboxmeg@oksbi/AxisBank
23/12/2020,725767,89.79,DR,6.75,UPI/83dhp8q6qlqd@paytm/P2M/59myx500@paytm/Paytm
23/12/2020,687361,3374.02,CR,3380.77,UPI/9kttolb2ph9b@paytm
23/12/2020,740087,77.63,DR,3303.14,UPI/r11gorkrsptz@okaxis/P2M/v3vviqzn@ptbsi/BigBazaar
23/12/2020,,671.07,DR,2632.07,UPI/6rt9sjrkk87u@axl/P2M/11axji4k@paytm/BigBazaar
23/12/2020,,443.9,DR,2188.17,UPI/9byko72uv6x9@oksbi/P2M/61z2mf5t@oksbi/AxisBank
22/12/2020,,587.15,DR,1601.02,UPI/rcf4s5xfolec@okhdfc/P2M/cvhtqh91@ptbsi/Paytm
22/12/2020,687566,1027.62,DR,573.4,UPI/xbusthrky5pm@ybl/P2M/wiwhqxdn@ptbyl/BigBazaar
22/12/2020,969959,205.93,CR,779.33,UPI/w9rdio2lljca@okhdfc
22/12/2020,169526,686.72,DR,92.61,UPI/cloimgujccqx@oksbi/P2M/xc65h7ki@paytm/Paytm
22/12/2020,,1176.26,CR,1268.87,UPI/5foeq18q37xe@okhdfc
22/12/2020,648739,679.46,DR,589.41,UPI/aan8vxa9aigy@okhdfc/P2M/nr72j9x0@paytm/AxisBank
22/12/2020,251011,460.93,CR,1050.34,UPI/p4xm49pwpbas@axl
22/12/2020,,180.44,DR,869.9,UPI/rtxsidc4c9nb@axl/P2M/afcdnmll@ptbsi/Paytm
22/12/2020,793501,539.69,DR,330.21,UPI/lzjt3d600b1b@okhdfc/P2M/9wxf3t9v@paytm/Chala
21/12/2020,,136.38,DR,193.83,UPI/bi3d30zf9jq3@ybl/P2M/wn854r5i@oksbi/Chala
21/12/2020,,4110.59,CR,4304.42,UPI/r6ai8d2aoypo@okaxis
21/12/2020,,670.01,DR,3634.41,UPI/i9xi58vuot16@ybl/P2M/x39jocnm@oksbi/AxisBank
21/12/2020,847047,2308.06,CR,5942.47,UPI/wuofmpnoh69t@oksbi
21/12/2020,403280,1152.38,DR,4790.09,UPI/a2wv52icg070@axl/P2M/jo9yar49@paytm/Flipkart
21/12/2020,447349,162.97,DR,4627.12,UPI/x7msom7fkzmz@paytm/P2M/l97pd8s2@ptbsi/Amazon
21/12/2020,,2639.05,CR,7266.17,UPI/wj5jnqc26f39@paytm
21/12/2020,,4146.54,CR,11412.71,UPI/el83tvmsiw7g@okaxis
21/12/2020,142492,473.32,DR,10939.39,UPI/nioz5vk9zjc4@okaxis/P2M/iy2nvzk1@ptbyl/Airtel
21/12/2020,,896.65,DR,10042.74,UPI/tpbuok0kiftj@okaxis/P2M/y1k4j53n@oksbi/Airtel
21/12/2020,271420,848.68,DR,9194.06,UPI/9uxnpnxeo00h@oksbi/P2M/3va82trd@ptbsi/Edara
21/12/2020,720711,735.31,DR,8458.75,UPI/tzbws4e3pszu@okaxis/P2M/abba1pkc@oksbi/Edara
21/12/2020,276127,1374.72,DR,7084.03,UPI/ykwmb9hl5cdo@oksbi/P2M/2gmfnrg9@oksbi/Amazon
21/12/2020,,1223.64,DR,5860.39,UPI/vgmft9pzwam4@paytm/P2M/xj3kf2lv@ptbsi/Edara
21/12/2020,,1121.16,DR,4739.23,UPI/73wu20xe1ue5@axl/P2M/mejzpetb@ptbyl/VENNA
20/12/2020,,968.74,DR,3770.49,UPI/6gsudk9broiv@axl/P2M/e4gavf1n@ptbyl/Amazon
20/12/2020,,669.87,DR,3100.62,UPI/nmgp7hl4gvzg@ybl/P2M/47bn4ou8@paytm/Flipkart
20/12/2020,591116,4919.15,CR,8019.77,UPI/n5xcb8wjx2j5@okhdfc
20/12/2020,,2985.47,CR,11005.24,UPI/i7hogy09yez8@ybl
20/12/2020,948611,729.54,DR,10275.7,UPI/zq0wt394tq7z@paytm/P2M/s8tfir63@oksbi/Airtel
20/12/2020,,866.86,DR,9408.84,UPI/8i7z9v2xi88d@oksbi/P2M/qqifbagj@paytm/Paytm
20/12/2020,793156,1364.14,DR,8044.7,UPI/othdnw1qlwx1@paytm/P2M/q21e98g4@ptbsi/AxisBank
20/12/2020,,302.97,DR,7741.73,UPI/r9cvo0p8pr8u@okaxis/P2M/8b6ig31i@oksbi/Airtel
20/12/2020,,1254.24,DR,6487.49,UPI/3q054wwdftgu@okhdfc/P2M/02lo3i1o@ptbyl/Amazon
20/12/2020,,1370.52,DR,5116.97,UPI/sg36azt4ztw9@ybl/P2M/7tmz8ahm@ptbyl/AxisBank
20/12/2020,,51.88,DR,5065.09,UPI/nuorthgxck9t@ybl/P2M/fk7h68c7@oksbi/Edara
20/12/2020,,14.15,DR,5050.94,UPI/b5koey4df89a@oksbi/P2M/f28tki10@oksbi/VENNA
20/12/2020,,471.74,DR,4579.2,UPI/qr5pm4i6dpgj@okhdfc/P2M/z44kbfcq@ptbyl/VENNA
20/12/2020,,120.05,DR,4459.15,UPI/4n5z0lajemu7@oksbi/P2M/3na7h7ma@oksbi/Paytm
20/12/2020,,1432.14,DR,3027.01,UPI/2e5p8b5soovh@paytm/P2M/4g90qqso@ptbsi/BigBazaar
19/12/2020,538038,691.18,DR,2335.83,UPI/n3b3z53oal7v@oksbi/P2M/y2s71dcv@ptbyl/Airtel
19/12/2020,,4942.79,CR,7278.62,UPI/4u4fqiozeocw@ybl
19/12/2020,958209,158.22,DR,7120.4,UPI/ll0mnhmeds8j@ybl/P2M/tnbwgfik@oksbi/Amazon
19/12/2020,,1293.44,DR,5826.96,UPI/6b9q4wyz2um8@axl/P2M/iq6lht16@oksbi/Flipkart
19/12/2020,,586.99,DR,5239.97,UPI/0p0e92802osx@okaxis/P2M/q9v8k0gk@ptbyl/AxisBank
19/12/2020,,286.41,DR,4953.56,UPI/bebmd38be1fh@paytm/P2M/4isxk6zv@oksbi/BigBazaar
19/12/2020,,1085.38,DR,3868.18,UPI/llymoke0b8ku@paytm/P2M/keo9ocjk@oksbi/BigBazaar
19/12/2020,350584,370.57,DR,3497.61,UPI/n9oyjblbxh24@okhdfc/P2M/13yybyzx@paytm/Airtel
19/12/2020,973636,894.49,DR,2603.12,UPI/scurfk5l2k6d@ybl/P2M/osr26zzf@paytm/Paytm
19/12/2020,,762.45,DR,1840.67,UPI/2c4qgxfmgxtj@ybl/P2M/jiq0dfcf@ptbsi/Amazon
19/12/2020,539075,1152.7,DR,687.97,UPI/k06i8wfkduov@okhdfc/P2M/g32eqvfu@oksbi/Chala
19/12/2020,957508,357.0,DR,330.97,UPI/s4uary94ymsd@oksbi/P2M/xsvfh1zm@oksbi/Amazon
19/12/2020,894538,272.75,DR,58.22,UPI/oez225rjw762@oksbi/P2M/g3y19xw3@ptbsi/Airtel
18/12/2020,304055,2985.46,CR,3043.68,UPI/xdtkqh3hcjod@oksbi
18/12/2020,420185,611.47,DR,2432.21,UPI/12j6uiigugpp@okaxis/P2M/dheaoqlk@oksbi/Amazon
18/12/2020,160161,150.49,DR,2281.72,UPI/kxquw151kj6b@axl/P2M/zopyx8v8@ptbsi/AxisBank
18/12/2020,485364,867.38,DR,1414.34,UPI/n97cbgyivu60@okhdfc/P2M/b9guokbu@ptbyl/Chala
18/12/2020,,842.59,DR,571.75,UPI/87oo67g0l3ig@okhdfc/P2M/s9mycal5@paytm/Paytm
17/12/2020,,1295.33,CR,1867.08,UPI/pr0r5d4pcbda@oksbi
17/12/2020,,1358.95,DR,508.13,UPI/y2gl3azofj4r@okaxis/P2M/chzb6euc@paytm/AxisBank
17/12/2020,,2875.01,CR,3383.14,UPI/6hg0y80lj1nn@oksbi
17/12/2020,334719,1431.83,DR,1951.31,UPI/28du4leyytsl@ybl/P2M/a38qra93@ptbsi/Edara
17/12/2020,,1095.82,DR,855.49,UPI/434z91z09im0@paytm/P2M/hapf9mln@ptbsi/VENNA
17/12/2020,,488.67,CR,1344.16,UPI/krluzr59csa8@axl
17/12/2020,,791.43,DR,552.73,UPI/qz5pxo1nkn4x@paytm/P2M/eji41evo@ptbsi/Airtel
17/12/2020,,4863.89,CR,5416.62,UPI/y0r0se11b453@ybl
17/12/2020,217299,232.15,DR,5184.47,UPI/bvzwc6doc5h3@paytm/P2M/cnrsz90k@ptbyl/Amazon
16/12/2020,,592.45,DR,4592.02,UPI/byt9ndom9co4@oksbi/P2M/g82ae6ll@paytm/Chala
16/12/2020,,1108.31,DR,3483.71,UPI/dvi5fevcqam0@oksbi/P2M/6ixxj534@oksbi/VENNA
16/12/2020,,1456.9,DR,2026.81,UPI/e3oslnbsbzk4@paytm/P2M/7212pwz3@ptbsi/Amazon
16/12/2020,848856,831.75,DR,1195.06,UPI/o6tjxykf3tvk@axl/P2M/f62leusm@ptbsi/VENNA
16/12/2020,745794,71.98,DR,1123.08,UPI/xnmiin0arbey@axl/P2M/xyobd29c@ptbsi/VENNA
16/12/2020,767487,990.65,DR,132.43,UPI/9cef3fusimmj@paytm/P2M/078e8fif@oksbi/Airtel
16/12/2020,,4152.52,CR,4284.95,UPI/ya8c4a2xgsxd@okhdfc
15/12/2020,,1413.45,DR,2871.5,UPI/tk2rdbvisv4b@okaxis/P2M/6kwwa86w@paytm/AxisBank
15/12/2020,592531,855.83,DR,2015.67,UPI/ta8hqi6lr4o5@axl/P2M/1n6s0gyc@oksbi/AxisBank
15/12/2020,,1230.43,DR,785.24,UPI/5v1ta9bvkqlr@okhdfc/P2M/gx4u9b9p@oksbi/Edara
15/12/2020,,468.82,DR,316.42,UPI/hc4gbfa4ygbo@axl/P2M/kjvyws8u@paytm/Edara
15/12/2020,,2123.58,CR,2440.0,UPI/t9hjjwtzvoch@paytm
15/12/2020,414973,1148.67,DR,1291.33,UPI/b9gt05wb2buq@ybl/P2M/hm7bnh6d@ptbsi/Amazon
15/12/2020,,305.79,DR,985.54,UPI/svb9yjj66l18@okhdfc/P2M/9qbnf2v6@paytm/Flipkart
15/12/2020,,91.22,DR,894.32,UPI/3vja9txvp8dx@axl/P2M/n73mgmni@paytm/Amazon
15/12/2020,764077,630.52,DR,263.8,UPI/zmn19u1fm1qc@okaxis/P2M/8s0t3yjh@paytm/BigBazaar
14/12/2020,,594.5,CR,858.3,UPI/7g5a5zmb8ath@ybl
14/12/2020,,759.6,DR,98.7,UPI/0rb6c7hnjejz@oksbi/P2M/z976f1s0@ptbyl/Airtel
14/12/2020,937579,3996.42,CR,4095.12,UPI/g5y0imj8pmo8@okhdfc
14/12/2020,,1409.27,DR,2685.85,UPI/nd9f9ygs3x8r@axl/P2M/u2wllrz3@ptbsi/VENNA
14/12/2020,486273,461.13,DR,2224.72,UPI/chiz3vp5p1pp@ybl/P2M/ne7ptp8p@paytm/BigBazaar
13/12/2020,,214.15,DR,2010.57,UPI/ec65fd4lwhse@ybl/P2M/35ziw5x3@ptbyl/Airtel
13/12/2020,917653,779.69,DR,1230.88,UPI/5wiv3fft7ohy@axl/P2M/8gu0j4j0@ptbsi/VENNA
13/12/2020,465700,612.28,DR,618.6,UPI/g06dooy8msl3@okhdfc/P2M/wfgvoqe4@ptbsi/BigBazaar
13/12/2020,,16.02,DR,602.58,UPI/avw1jghunmjq@okhdfc/P2M/er5mxulo@ptbyl/AxisBank
13/12/2020,,977.73,CR,1580.31,UPI/1wunmtnlqkho@paytm
13/12/2020,,1068.27,DR,512.04,UPI/xmxl42g0zcuu@oksbi/P2M/awkak7bo@ptbsi/AxisBank
13/12/2020,,500.37,DR,11.67,UPI/8iil8up4yzox@ybl/P2M/nzlf9rvn@ptbsi/Amazon
13/12/2020,,3264.68,CR,3276.35,UPI/u28lxu41v3d6@okaxis
13/12/2020,,1004.49,DR,2271.86,UPI/vwet5tnwlsk8@axl/P2M/xkrcu0wu@oksbi/Paytm
13/12/2020,223447,1463.88,DR,807.98,UPI/p4gj32dog868@okaxis/P2M/b33uktls@paytm/Flipkart
13/12/2020,510958,1828.67,CR,2636.65,UPI/aj9ulx8yue2l@axl
13/12/2020,,561.78,DR,2074.87,UPI/u00b6xraco81@okhdfc/P2M/iogvho6c@ptbyl/VENNA
12/12/2020,,925.0,DR,1149.87,UPI/xif5rnabumlg@axl/P2M/5j1olvd6@ptbsi/Chala
12/12/2020,964064,384.25,DR,765.62,UPI/ge8k830xwlng@oksbi/P2M/edhioyrz@ptbyl/Edara
12/12/2020,,4537.93,CR,5303.55,UPI/sy7220nibqep@okaxis
12/12/2020,,1080.7,DR,4222.85,UPI/n2e3kacxujjr@oksbi/P2M/lo2mbefv@paytm/Amazon
12/12/2020,,1761.17,CR,5984.02,UPI/i7d1nfmxydfi@axl
12/12/2020,542245,412.19,DR,5571.83,UPI/p8637cb9ya6q@paytm/P2M/a0dq908j@oksbi/BigBazaar
12/12/2020,,114.26,DR,5457.57,UPI/ehiozcat0var@axl/P2M/i2gnwqr4@ptbsi/BigBazaar
12/12/2020,,249.19,DR,5208.38,UPI/tvxxl9ldkibv@paytm/P2M/9w988s55@ptbsi/VENNA
12/12/2020,,2529.29,CR,7737.67,UPI/sqc93aw60xt4@axl
12/12/2020,,1362.84,DR,6374.83,UPI/awye6m6kar3t@okaxis/P2M/h2z356l9@ptbsi/Flipkart
12/12/2020,,474.38,DR,5900.45,UPI/xv8bjtcei5up@okhdfc/P2M/uegkh6e9@ptbsi/Edara
12/12/2020,,940.85,DR,4959.6,UPI/dr3b8d1q9bfy@ybl/P2M/4shhk546@ptbyl/Airtel
12/12/2020,181157,12.53,DR,4947.07,UPI/1b18sn32e79n@okhdfc/P2M/5yx9n0vu@ptbsi/Edara
12/12/2020,,4868.97,CR,9816.04,UPI/jzel4s5gkm6q@okhdfc
11/12/2020,123847,962.43,DR,8853.61,UPI/nnuxzm2jfanu@paytm/P2M/5m66vcm5@paytm/AxisBank
11/12/2020,175618,835.67,DR,8017.94,UPI/52o1goh2b3cy@okhdfc/P2M/4ra0f3wv@ptbyl/Paytm
11/12/2020,,1000.59,DR,7017.35,UPI/81zqfjw86rsh@ybl/P2M/ds2ftdbx@ptbsi/VENNA
11/12/2020,,1178.34,DR,5839.01,UPI/8ixue40aztfe@okhdfc/P2M/tlglsw9i@oksbi/Airtel
11/12/2020,413178,157.98,DR,5681.03,UPI/wq8ttwsvgk00@axl/P2M/rsckaaly@oksbi/BigBazaar
11/12/2020,,572.19,CR,6253.22,UPI/cv151h8xp20g@okhdfc
11/12/2020,819465,1044.33,DR,5208.89,UPI/ka3jclkopiu7@oksbi/P2M/tj1evm1j@ptbyl/Edara
11/12/2020,320313,1107.64,DR,4101.25,UPI/gcrhcbk0enrz@okhdfc/P2M/oydpokau@ptbsi/Flipkart
11/12/2020,,1383.14,DR,2718.11,UPI/rd60ijq174iq@ybl/P2M/hewm37jc@paytm/Flipkart
11/12/2020,350597,438.18,DR,2279.93,UPI/4k2s2xj72n0z@paytm/P2M/n6iu49r5@ptbsi/Amazon
11/12/2020,838355,435.52,DR,1844.41,UPI/excv681chzno@okhdfc/P2M/k4tvre5p@oksbi/AxisBank
11/12/2020,,381.63,DR,1462.78,UPI/ggkex33p4rsb@okaxis/P2M/zl2kxdgh@oksbi/VENNA
11/12/2020,,564.1,DR,898.68,UPI/j3wsmb3rz6qw@okaxis/P2M/io7yl04b@ptbsi/Amazon
11/12/2020,523767,465.53,DR,433.15,UPI/cvfh9khwatm6@oksbi/P2M/fejrxsyz@paytm/VENNA
10/12/2020,,3140.81,CR,3573.96,UPI/7wejf1rgm13v@axl
10/12/2020,,1400.64,DR,2173.32,UPI/51fjqxeyotwh@axl/P2M/924tgr0s@ptbsi/BigBazaar
10/12/2020,888375,171.69,DR,2001.63,UPI/g4rjv40zzzn1@okhdfc/P2M/i7gw3e16@ptbsi/Amazon
10/12/2020,921599,481.12,DR,1520.51,UPI/6q1eecehklca@oksbi/P2M/bmunzorx@ptbyl/Paytm
10/12/2020,224297,833.83,DR,686.68,UPI/hulqvu1e8bsz@paytm/P2M/msfgh134@oksbi/VENNA
10/12/2020,,186.05,DR,500.63,UPI/lor9dfvph0dn@paytm/P2M/45jver0b@paytm/Airtel
10/12/2020,300203,34.23,DR,466.4,UPI/5j3ctyk3wu0c@paytm/P2M/usjqwakm@ptbyl/AxisBank
10/12/2020,,11.27,DR,455.13,UPI/drzqubzrvykc@okaxis/P2M/qw7ka8ve@ptbsi/Flipkart
09/12/2020,894040,513.21,CR,968.34,UPI/qhwqyftu740a@ybl
09/12/2020,952683,3575.45,CR,4543.79,UPI/lz48tsxgsj57@paytm
09/12/2020,440195,550.91,DR,3992.88,UPI/msjedwubx2mo@okaxis/P2M/kokfwaq9@ptbsi/Airtel
09/12/2020,505492,613.87,DR,3379.01,UPI/3q3684npwkt0@oksbi/P2M/tx4b3c4e@paytm/Flipkart
09/12/2020,,1322.76,DR,2056.25,UPI/mg0qge9l7y4w@oksbi/P2M/j7p5s1ax@oksbi/Flipkart
09/12/2020,,101.25,DR,1955.0,UPI/qd7p9o5s59bm@okaxis/P2M/mzddlki4@ptbsi/Amazon
09/12/2020,755535,553.38,DR,1401.62,UPI/llx6uu301fqw@axl/P2M/ahgkhikd@oksbi/Flipkart
09/12/2020,647662,1200.28,DR,201.34,UPI/28jvn36crezs@oksbi/P2M/stl7d4ar@oksbi/VENNA
09/12/2020,,635.91,CR,837.25,UPI/spzx10v36j7p@okaxis
09/12/2020,964148,580.67,DR,256.58,UPI/l5sgreuj3lbq@ybl/P2M/j70sfunm@ptbsi/Airtel
08/12/2020,,60.57,DR,196.01,UPI/6tbgjepii4s4@axl/P2M/uj9734kt@ptbsi/AxisBank
08/12/2020,992059,1557.9,CR,1753.91,UPI/tg2ip38v6s8w@ybl
08/12/2020,849772,102.18,DR,1651.73,UPI/hk1h9nztkkxi@okhdfc/P2M/04zptc8j@ptbyl/AxisBank
08/12/2020,,1195.84,DR,455.89,UPI/9rcygtulvf9u@axl/P2M/2npvvsra@oksbi/BigBazaar
08/12/2020,,1541.86,CR,1997.75,UPI/z5j3kaemy8zi@oksbi
08/12/2020,221001,678.72,DR,1319.03,UPI/by0t3r60gh3a@oksbi/P2M/t9qjyzy5@paytm/AxisBank
08/12/2020,,1257.27,DR,61.76,UPI/937wit42or5b@axl/P2M/ipu92ox3@ptbyl/BigBazaar
07/12/2020,691705,135.94,CR,197.7,UPI/60tsqoq0i6uv@paytm
07/12/2020,,72.87,DR,124.83,UPI/vfp7hl6boyvr@oksbi/P2M/ge1rt8tj@ptbyl/Flipkart
07/12/2020,791273,999.1,CR,1123.93,UPI/fkp2dwk4a519@okaxis
07/12/2020,,818.85,DR,305.08,UPI/27314uf07jen@okaxis/P2M/p8u8cxku@paytm/Flipkart
07/12/2020,759110,3002.58,CR,3307.66,UPI/ysjl8tb7mcdf@okhdfc
07/12/2020,418803,320.37,DR,2987.29,UPI/fjqwo3fs1267@okaxis/P2M/czhidlyy@ptbyl/Flipkart
07/12/2020,,1017.81,DR,1969.48,UPI/78aozoqfvg6a@okaxis/P2M/k3xx7xyx@ptbyl/BigBazaar
07/12/2020,733631,3638.61,CR,5608.09,UPI/pvumvxexy14s@okaxis
06/12/2020,,1461.64,DR,4146.45,UPI/dgm4fqi73zjp@ybl/P2M/3vfb8ppv@paytm/Edara
06/12/2020,560083,793.17,DR,3353.28,UPI/gdx6lchivres@axl/P2M/rfem53an@paytm/VENNA
06/12/2020,,573.9,DR,2779.38,UPI/9rnbn9tj40pz@ybl/P2M/hcmjh9zz@paytm/Edara
06/12/2020,,116.81,DR,2662.57,UPI/qvwabb77608g@ybl/P2M/52onrxhc@oksbi/Flipkart
06/12/2020,,974.25,DR,1688.32,UPI/ywl0lmorciys@ybl/P2M/lp0i2s1p@ptbsi/Amazon
06/12/2020,,2860.11,CR,4548.43,UPI/mma17gkjgphf@paytm
06/12/2020,920406,732.5,DR,3815.93,UPI/0emw2yy4g0lj@oksbi/P2M/1g3yc62y@ptbsi/Chala
06/12/2020,,334.9,DR,3481.03,UPI/ao6rmf25ktfj@oksbi/P2M/piofvgzz@oksbi/Paytm
06/12/2020,311694,3730.88,CR,7211.91,UPI/stvksgl6g86q@paytm
06/12/2020,,4610.2,CR,11822.11,UPI/tlagsf2fg4tv@okaxis
06/12/2020,,788.97,DR,11033.14,UPI/0fyr9cjdfhf5@okhdfc/P2M/7veuyrb9@paytm/VENNA
06/12/2020,386055,559.3,DR,10473.84,UPI/kwo7qfdbnzca@paytm/P2M/og4902zh@ptbsi/Chala
06/12/2020,,307.1,DR,10166.74,UPI/dg7sjl3jgry4@okhdfc/P2M/txkpr38r@paytm/Chala
06/12/2020,,982.33,DR,9184.41,UPI/h7tt1xfso7b4@axl/P2M/5q78zdvg@paytm/Paytm
